weekly,segment,name,exchange,expiry,instrument_type,asset_symbol,underlying_symbol,instrument_key,lot_size,freeze_quantity,exchange_token,minimum_lot,tick_size,asset_type,underlying_type,trading_symbol,strike_price,qty_multiplier,isin,security_type,asset_key,underlying_key,mtf_enabled,mtf_bracket,short_name,last_trading_date,price_quote_unit,country,latency,start_time,end_time,week_days
0.0,NSE_FO,NIFTY,NSE,1814293799000.0,CE,NIFTY,NIFTY,NSE_FO|71547,65.0,1755.0,71547,65.0,5.0,INDEX,INDEX,NIFTY 18000 CE 29 JUN 27,18000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1814293799000.0,PE,NIFTY,NIFTY,NSE_FO|71548,65.0,1755.0,71548,65.0,5.0,INDEX,INDEX,NIFTY 18000 PE 29 JUN 27,18000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1814293799000.0,PE,NIFTY,NIFTY,NSE_FO|71541,65.0,1755.0,71541,65.0,5.0,INDEX,INDEX,NIFTY 15000 PE 29 JUN 27,15000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1814293799000.0,CE,NIFTY,NIFTY,NSE_FO|71540,65.0,1755.0,71540,65.0,5.0,INDEX,INDEX,NIFTY 15000 CE 29 JUN 27,15000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1798568999000.0,CE,NIFTY,NIFTY,NSE_FO|71505,65.0,1755.0,71505,65.0,5.0,INDEX,INDEX,NIFTY 26000 CE 29 DEC 26,26000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1798568999000.0,PE,NIFTY,NIFTY,NSE_FO|71506,65.0,1755.0,71506,65.0,5.0,INDEX,INDEX,NIFTY 26000 PE 29 DEC 26,26000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1798568999000.0,CE,NIFTY,NIFTY,NSE_FO|71501,65.0,1755.0,71501,65.0,5.0,INDEX,INDEX,NIFTY 24000 CE 29 DEC 26,24000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1798568999000.0,PE,NIFTY,NIFTY,NSE_FO|71502,65.0,1755.0,71502,65.0,5.0,INDEX,INDEX,NIFTY 24000 PE 29 DEC 26,24000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1798568999000.0,CE,NIFTY,NIFTY,NSE_FO|71503,65.0,1755.0,71503,65.0,5.0,INDEX,INDEX,NIFTY 25000 CE 29 DEC 26,25000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1798568999000.0,PE,NIFTY,NIFTY,NSE_FO|71504,65.0,1755.0,71504,65.0,5.0,INDEX,INDEX,NIFTY 25000 PE 29 DEC 26,25000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,CE,NIFTY,NIFTY,NSE_FO|71941,65.0,1755.0,71941,65.0,5.0,INDEX,INDEX,NIFTY 23150 CE 26 MAY 26,23150.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|71942,65.0,1755.0,71942,65.0,5.0,INDEX,INDEX,NIFTY 23150 PE 26 MAY 26,23150.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,CE,NIFTY,NIFTY,NSE_FO|71919,65.0,1755.0,71919,65.0,5.0,INDEX,INDEX,NIFTY 23100 CE 26 MAY 26,23100.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|71920,65.0,1755.0,71920,65.0,5.0,INDEX,INDEX,NIFTY 23100 PE 26 MAY 26,23100.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|71978,65.0,1755.0,71978,65.0,5.0,INDEX,INDEX,NIFTY 23200 PE 26 MAY 26,23200.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,CE,NIFTY,NIFTY,NSE_FO|71979,65.0,1755.0,71979,65.0,5.0,INDEX,INDEX,NIFTY 23250 CE 26 MAY 26,23250.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,CE,NIFTY,NIFTY,NSE_FO|71977,65.0,1755.0,71977,65.0,5.0,INDEX,INDEX,NIFTY 23200 CE 26 MAY 26,23200.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,CE,NIFTY,NIFTY,NSE_FO|71981,65.0,1755.0,71981,65.0,5.0,INDEX,INDEX,NIFTY 23300 CE 26 MAY 26,23300.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|71982,65.0,1755.0,71982,65.0,5.0,INDEX,INDEX,NIFTY 23300 PE 26 MAY 26,23300.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|71980,65.0,1755.0,71980,65.0,5.0,INDEX,INDEX,NIFTY 23250 PE 26 MAY 26,23250.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1845743399000.0,CE,NIFTY,NIFTY,NSE_FO|86133,65.0,1755.0,86133,65.0,5.0,INDEX,INDEX,NIFTY 15000 CE 27 JUN 28,15000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1845743399000.0,PE,NIFTY,NIFTY,NSE_FO|86140,65.0,1755.0,86140,65.0,5.0,INDEX,INDEX,NIFTY 18000 PE 27 JUN 28,18000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1845743399000.0,CE,NIFTY,NIFTY,NSE_FO|86139,65.0,1755.0,86139,65.0,5.0,INDEX,INDEX,NIFTY 18000 CE 27 JUN 28,18000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1845743399000.0,PE,NIFTY,NIFTY,NSE_FO|86134,65.0,1755.0,86134,65.0,5.0,INDEX,INDEX,NIFTY 15000 PE 27 JUN 28,15000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1845743399000.0,PE,NIFTY,NIFTY,NSE_FO|86152,65.0,1755.0,86152,65.0,5.0,INDEX,INDEX,NIFTY 24000 PE 27 JUN 28,24000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1845743399000.0,CE,NIFTY,NIFTY,NSE_FO|86151,65.0,1755.0,86151,65.0,5.0,INDEX,INDEX,NIFTY 24000 CE 27 JUN 28,24000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1845743399000.0,CE,NIFTY,NIFTY,NSE_FO|86145,65.0,1755.0,86145,65.0,5.0,INDEX,INDEX,NIFTY 21000 CE 27 JUN 28,21000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1845743399000.0,PE,NIFTY,NIFTY,NSE_FO|86146,65.0,1755.0,86146,65.0,5.0,INDEX,INDEX,NIFTY 21000 PE 27 JUN 28,21000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1845743399000.0,PE,NIFTY,NIFTY,NSE_FO|86148,65.0,1755.0,86148,65.0,5.0,INDEX,INDEX,NIFTY 22000 PE 27 JUN 28,22000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1845743399000.0,CE,NIFTY,NIFTY,NSE_FO|86163,65.0,1755.0,86163,65.0,5.0,INDEX,INDEX,NIFTY 27000 CE 27 JUN 28,27000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1845743399000.0,PE,NIFTY,NIFTY,NSE_FO|86164,65.0,1755.0,86164,65.0,5.0,INDEX,INDEX,NIFTY 27000 PE 27 JUN 28,27000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,CE,NIFTY,NIFTY,NSE_FO|72363,65.0,1755.0,72363,65.0,5.0,INDEX,INDEX,NIFTY 25700 CE 26 MAY 26,25700.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|72364,65.0,1755.0,72364,65.0,5.0,INDEX,INDEX,NIFTY 25700 PE 26 MAY 26,25700.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|72372,65.0,1755.0,72372,65.0,5.0,INDEX,INDEX,NIFTY 25750 PE 26 MAY 26,25750.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,CE,NIFTY,NIFTY,NSE_FO|72371,65.0,1755.0,72371,65.0,5.0,INDEX,INDEX,NIFTY 25750 CE 26 MAY 26,25750.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|72378,65.0,1755.0,72378,65.0,5.0,INDEX,INDEX,NIFTY 25900 PE 26 MAY 26,25900.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,CE,NIFTY,NIFTY,NSE_FO|72377,65.0,1755.0,72377,65.0,5.0,INDEX,INDEX,NIFTY 25900 CE 26 MAY 26,25900.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,CE,NIFTY,NIFTY,NSE_FO|72379,65.0,1755.0,72379,65.0,5.0,INDEX,INDEX,NIFTY 25950 CE 26 MAY 26,25950.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|72374,65.0,1755.0,72374,65.0,5.0,INDEX,INDEX,NIFTY 25800 PE 26 MAY 26,25800.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,CE,NIFTY,NIFTY,NSE_FO|72373,65.0,1755.0,72373,65.0,5.0,INDEX,INDEX,NIFTY 25800 CE 26 MAY 26,25800.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|72376,65.0,1755.0,72376,65.0,5.0,INDEX,INDEX,NIFTY 25850 PE 26 MAY 26,25850.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,CE,NIFTY,NIFTY,NSE_FO|72375,65.0,1755.0,72375,65.0,5.0,INDEX,INDEX,NIFTY 25850 CE 26 MAY 26,25850.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,CE,NIFTY,NIFTY,NSE_FO|72381,65.0,1755.0,72381,65.0,5.0,INDEX,INDEX,NIFTY 26000 CE 26 MAY 26,26000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|72380,65.0,1755.0,72380,65.0,5.0,INDEX,INDEX,NIFTY 25950 PE 26 MAY 26,25950.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|72382,65.0,1755.0,72382,65.0,5.0,INDEX,INDEX,NIFTY 26000 PE 26 MAY 26,26000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,CE,NIFTY,NIFTY,NSE_FO|72345,65.0,1755.0,72345,65.0,5.0,INDEX,INDEX,NIFTY 25550 CE 26 MAY 26,25550.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|72344,65.0,1755.0,72344,65.0,5.0,INDEX,INDEX,NIFTY 25500 PE 26 MAY 26,25500.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,CE,NIFTY,NIFTY,NSE_FO|72340,65.0,1755.0,72340,65.0,5.0,INDEX,INDEX,NIFTY 25500 CE 26 MAY 26,25500.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|72356,65.0,1755.0,72356,65.0,5.0,INDEX,INDEX,NIFTY 25600 PE 26 MAY 26,25600.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,CE,NIFTY,NIFTY,NSE_FO|72358,65.0,1755.0,72358,65.0,5.0,INDEX,INDEX,NIFTY 25650 CE 26 MAY 26,25650.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,CE,NIFTY,NIFTY,NSE_FO|72352,65.0,1755.0,72352,65.0,5.0,INDEX,INDEX,NIFTY 25600 CE 26 MAY 26,25600.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|72351,65.0,1755.0,72351,65.0,5.0,INDEX,INDEX,NIFTY 25550 PE 26 MAY 26,25550.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|72360,65.0,1755.0,72360,65.0,5.0,INDEX,INDEX,NIFTY 25650 PE 26 MAY 26,25650.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|72321,65.0,1755.0,72321,65.0,5.0,INDEX,INDEX,NIFTY 25450 PE 26 MAY 26,25450.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,CE,NIFTY,NIFTY,NSE_FO|72320,65.0,1755.0,72320,65.0,5.0,INDEX,INDEX,NIFTY 25450 CE 26 MAY 26,25450.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|72309,65.0,1755.0,72309,65.0,5.0,INDEX,INDEX,NIFTY 25250 PE 26 MAY 26,25250.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,CE,NIFTY,NIFTY,NSE_FO|72308,65.0,1755.0,72308,65.0,5.0,INDEX,INDEX,NIFTY 25250 CE 26 MAY 26,25250.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|72305,65.0,1755.0,72305,65.0,5.0,INDEX,INDEX,NIFTY 25150 PE 26 MAY 26,25150.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,CE,NIFTY,NIFTY,NSE_FO|72304,65.0,1755.0,72304,65.0,5.0,INDEX,INDEX,NIFTY 25150 CE 26 MAY 26,25150.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|72307,65.0,1755.0,72307,65.0,5.0,INDEX,INDEX,NIFTY 25200 PE 26 MAY 26,25200.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,CE,NIFTY,NIFTY,NSE_FO|72306,65.0,1755.0,72306,65.0,5.0,INDEX,INDEX,NIFTY 25200 CE 26 MAY 26,25200.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|72301,65.0,1755.0,72301,65.0,5.0,INDEX,INDEX,NIFTY 25050 PE 26 MAY 26,25050.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,CE,NIFTY,NIFTY,NSE_FO|72300,65.0,1755.0,72300,65.0,5.0,INDEX,INDEX,NIFTY 25050 CE 26 MAY 26,25050.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|72303,65.0,1755.0,72303,65.0,5.0,INDEX,INDEX,NIFTY 25100 PE 26 MAY 26,25100.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,CE,NIFTY,NIFTY,NSE_FO|72302,65.0,1755.0,72302,65.0,5.0,INDEX,INDEX,NIFTY 25100 CE 26 MAY 26,25100.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|72319,65.0,1755.0,72319,65.0,5.0,INDEX,INDEX,NIFTY 25400 PE 26 MAY 26,25400.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|72315,65.0,1755.0,72315,65.0,5.0,INDEX,INDEX,NIFTY 25350 PE 26 MAY 26,25350.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,CE,NIFTY,NIFTY,NSE_FO|72318,65.0,1755.0,72318,65.0,5.0,INDEX,INDEX,NIFTY 25400 CE 26 MAY 26,25400.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,CE,NIFTY,NIFTY,NSE_FO|72314,65.0,1755.0,72314,65.0,5.0,INDEX,INDEX,NIFTY 25350 CE 26 MAY 26,25350.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|72313,65.0,1755.0,72313,65.0,5.0,INDEX,INDEX,NIFTY 25300 PE 26 MAY 26,25300.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,CE,NIFTY,NIFTY,NSE_FO|72310,65.0,1755.0,72310,65.0,5.0,INDEX,INDEX,NIFTY 25300 CE 26 MAY 26,25300.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|72389,65.0,1755.0,72389,65.0,5.0,INDEX,INDEX,NIFTY 26100 PE 26 MAY 26,26100.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,CE,NIFTY,NIFTY,NSE_FO|72388,65.0,1755.0,72388,65.0,5.0,INDEX,INDEX,NIFTY 26100 CE 26 MAY 26,26100.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|72387,65.0,1755.0,72387,65.0,5.0,INDEX,INDEX,NIFTY 26050 PE 26 MAY 26,26050.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,CE,NIFTY,NIFTY,NSE_FO|72386,65.0,1755.0,72386,65.0,5.0,INDEX,INDEX,NIFTY 26050 CE 26 MAY 26,26050.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,CE,NIFTY,NIFTY,NSE_FO|72392,65.0,1755.0,72392,65.0,5.0,INDEX,INDEX,NIFTY 26200 CE 26 MAY 26,26200.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|72391,65.0,1755.0,72391,65.0,5.0,INDEX,INDEX,NIFTY 26150 PE 26 MAY 26,26150.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|72393,65.0,1755.0,72393,65.0,5.0,INDEX,INDEX,NIFTY 26200 PE 26 MAY 26,26200.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,CE,NIFTY,NIFTY,NSE_FO|72390,65.0,1755.0,72390,65.0,5.0,INDEX,INDEX,NIFTY 26150 CE 26 MAY 26,26150.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|72247,65.0,1755.0,72247,65.0,5.0,INDEX,INDEX,NIFTY 24400 PE 26 MAY 26,24400.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|72242,65.0,1755.0,72242,65.0,5.0,INDEX,INDEX,NIFTY 24350 PE 26 MAY 26,24350.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,CE,NIFTY,NIFTY,NSE_FO|72241,65.0,1755.0,72241,65.0,5.0,INDEX,INDEX,NIFTY 24350 CE 26 MAY 26,24350.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,CE,NIFTY,NIFTY,NSE_FO|72243,65.0,1755.0,72243,65.0,5.0,INDEX,INDEX,NIFTY 24400 CE 26 MAY 26,24400.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,CE,NIFTY,NIFTY,NSE_FO|72239,65.0,1755.0,72239,65.0,5.0,INDEX,INDEX,NIFTY 24300 CE 26 MAY 26,24300.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|72238,65.0,1755.0,72238,65.0,5.0,INDEX,INDEX,NIFTY 24250 PE 26 MAY 26,24250.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,CE,NIFTY,NIFTY,NSE_FO|72237,65.0,1755.0,72237,65.0,5.0,INDEX,INDEX,NIFTY 24250 CE 26 MAY 26,24250.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|72240,65.0,1755.0,72240,65.0,5.0,INDEX,INDEX,NIFTY 24300 PE 26 MAY 26,24300.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1779820199000.0,PE,NIFTY,NIFTY,NSE_FO|72289,65.0,1755.0,72289,65.0,5.0,INDEX,INDEX,NIFTY 24750 PE 26 MAY 26,24750.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
