weekly,segment,name,exchange,expiry,instrument_type,asset_symbol,underlying_symbol,instrument_key,lot_size,freeze_quantity,exchange_token,minimum_lot,tick_size,asset_type,underlying_type,trading_symbol,strike_price,qty_multiplier,isin,security_type,asset_key,underlying_key,mtf_enabled,mtf_bracket,short_name,last_trading_date,price_quote_unit,country,latency,start_time,end_time,week_days
0.0,NSE_FO,NIFTY,NSE,1782844199000.0,CE,NIFTY,NIFTY,NSE_FO|50973,65.0,1755.0,50973,65.0,5.0,INDEX,INDEX,NIFTY 27000 CE 30 JUN 26,27000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1782844199000.0,PE,NIFTY,NIFTY,NSE_FO|50976,65.0,1755.0,50976,65.0,5.0,INDEX,INDEX,NIFTY 27000 PE 30 JUN 26,27000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1798568999000.0,CE,NIFTY,NIFTY,NSE_FO|50978,65.0,1755.0,50978,65.0,5.0,INDEX,INDEX,NIFTY 27000 CE 29 DEC 26,27000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1798568999000.0,PE,NIFTY,NIFTY,NSE_FO|50979,65.0,1755.0,50979,65.0,5.0,INDEX,INDEX,NIFTY 27000 PE 29 DEC 26,27000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1814293799000.0,CE,NIFTY,NIFTY,NSE_FO|50981,65.0,1755.0,50981,65.0,5.0,INDEX,INDEX,NIFTY 27000 CE 29 JUN 27,27000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
0.0,NSE_FO,NIFTY,NSE,1814293799000.0,PE,NIFTY,NIFTY,NSE_FO|50984,65.0,1755.0,50984,65.0,5.0,INDEX,INDEX,NIFTY 27000 PE 29 JUN 27,27000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50730,65.0,1755.0,50730,65.0,5.0,INDEX,INDEX,NIFTY 25650 PE 16 JUN 26,25650.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50731,65.0,1755.0,50731,65.0,5.0,INDEX,INDEX,NIFTY 25700 CE 16 JUN 26,25700.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50733,65.0,1755.0,50733,65.0,5.0,INDEX,INDEX,NIFTY 25700 PE 16 JUN 26,25700.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50734,65.0,1755.0,50734,65.0,5.0,INDEX,INDEX,NIFTY 25750 CE 16 JUN 26,25750.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50736,65.0,1755.0,50736,65.0,5.0,INDEX,INDEX,NIFTY 25750 PE 16 JUN 26,25750.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50737,65.0,1755.0,50737,65.0,5.0,INDEX,INDEX,NIFTY 25800 CE 16 JUN 26,25800.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50738,65.0,1755.0,50738,65.0,5.0,INDEX,INDEX,NIFTY 25800 PE 16 JUN 26,25800.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50739,65.0,1755.0,50739,65.0,5.0,INDEX,INDEX,NIFTY 25850 CE 16 JUN 26,25850.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50720,65.0,1755.0,50720,65.0,5.0,INDEX,INDEX,NIFTY 25550 PE 16 JUN 26,25550.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50727,65.0,1755.0,50727,65.0,5.0,INDEX,INDEX,NIFTY 25600 CE 16 JUN 26,25600.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50728,65.0,1755.0,50728,65.0,5.0,INDEX,INDEX,NIFTY 25600 PE 16 JUN 26,25600.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50729,65.0,1755.0,50729,65.0,5.0,INDEX,INDEX,NIFTY 25650 CE 16 JUN 26,25650.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50750,65.0,1755.0,50750,65.0,5.0,INDEX,INDEX,NIFTY 26050 CE 16 JUN 26,26050.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50751,65.0,1755.0,50751,65.0,5.0,INDEX,INDEX,NIFTY 26050 PE 16 JUN 26,26050.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50754,65.0,1755.0,50754,65.0,5.0,INDEX,INDEX,NIFTY 26100 CE 16 JUN 26,26100.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50759,65.0,1755.0,50759,65.0,5.0,INDEX,INDEX,NIFTY 26100 PE 16 JUN 26,26100.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50740,65.0,1755.0,50740,65.0,5.0,INDEX,INDEX,NIFTY 25850 PE 16 JUN 26,25850.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50741,65.0,1755.0,50741,65.0,5.0,INDEX,INDEX,NIFTY 25900 CE 16 JUN 26,25900.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50742,65.0,1755.0,50742,65.0,5.0,INDEX,INDEX,NIFTY 25900 PE 16 JUN 26,25900.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50743,65.0,1755.0,50743,65.0,5.0,INDEX,INDEX,NIFTY 25950 CE 16 JUN 26,25950.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50744,65.0,1755.0,50744,65.0,5.0,INDEX,INDEX,NIFTY 25950 PE 16 JUN 26,25950.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50745,65.0,1755.0,50745,65.0,5.0,INDEX,INDEX,NIFTY 26000 CE 16 JUN 26,26000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50746,65.0,1755.0,50746,65.0,5.0,INDEX,INDEX,NIFTY 26000 PE 16 JUN 26,26000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50719,65.0,1755.0,50719,65.0,5.0,INDEX,INDEX,NIFTY 25550 CE 16 JUN 26,25550.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50710,65.0,1755.0,50710,65.0,5.0,INDEX,INDEX,NIFTY 25350 PE 16 JUN 26,25350.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50711,65.0,1755.0,50711,65.0,5.0,INDEX,INDEX,NIFTY 25400 CE 16 JUN 26,25400.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50712,65.0,1755.0,50712,65.0,5.0,INDEX,INDEX,NIFTY 25400 PE 16 JUN 26,25400.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50714,65.0,1755.0,50714,65.0,5.0,INDEX,INDEX,NIFTY 25450 CE 16 JUN 26,25450.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50715,65.0,1755.0,50715,65.0,5.0,INDEX,INDEX,NIFTY 25450 PE 16 JUN 26,25450.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50716,65.0,1755.0,50716,65.0,5.0,INDEX,INDEX,NIFTY 25500 CE 16 JUN 26,25500.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50717,65.0,1755.0,50717,65.0,5.0,INDEX,INDEX,NIFTY 25500 PE 16 JUN 26,25500.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50708,65.0,1755.0,50708,65.0,5.0,INDEX,INDEX,NIFTY 25350 CE 16 JUN 26,25350.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50700,65.0,1755.0,50700,65.0,5.0,INDEX,INDEX,NIFTY 25200 CE 16 JUN 26,25200.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50703,65.0,1755.0,50703,65.0,5.0,INDEX,INDEX,NIFTY 25200 PE 16 JUN 26,25200.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50704,65.0,1755.0,50704,65.0,5.0,INDEX,INDEX,NIFTY 25250 CE 16 JUN 26,25250.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50705,65.0,1755.0,50705,65.0,5.0,INDEX,INDEX,NIFTY 25250 PE 16 JUN 26,25250.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50706,65.0,1755.0,50706,65.0,5.0,INDEX,INDEX,NIFTY 25300 CE 16 JUN 26,25300.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50707,65.0,1755.0,50707,65.0,5.0,INDEX,INDEX,NIFTY 25300 PE 16 JUN 26,25300.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50610,65.0,1755.0,50610,65.0,5.0,INDEX,INDEX,NIFTY 23850 PE 16 JUN 26,23850.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50611,65.0,1755.0,50611,65.0,5.0,INDEX,INDEX,NIFTY 23900 CE 16 JUN 26,23900.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50612,65.0,1755.0,50612,65.0,5.0,INDEX,INDEX,NIFTY 23900 PE 16 JUN 26,23900.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50613,65.0,1755.0,50613,65.0,5.0,INDEX,INDEX,NIFTY 23950 CE 16 JUN 26,23950.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50614,65.0,1755.0,50614,65.0,5.0,INDEX,INDEX,NIFTY 23950 PE 16 JUN 26,23950.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50615,65.0,1755.0,50615,65.0,5.0,INDEX,INDEX,NIFTY 24000 CE 16 JUN 26,24000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50616,65.0,1755.0,50616,65.0,5.0,INDEX,INDEX,NIFTY 24000 PE 16 JUN 26,24000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50617,65.0,1755.0,50617,65.0,5.0,INDEX,INDEX,NIFTY 24050 CE 16 JUN 26,24050.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50618,65.0,1755.0,50618,65.0,5.0,INDEX,INDEX,NIFTY 24050 PE 16 JUN 26,24050.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50619,65.0,1755.0,50619,65.0,5.0,INDEX,INDEX,NIFTY 24100 CE 16 JUN 26,24100.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50609,65.0,1755.0,50609,65.0,5.0,INDEX,INDEX,NIFTY 23850 CE 16 JUN 26,23850.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50601,65.0,1755.0,50601,65.0,5.0,INDEX,INDEX,NIFTY 23650 CE 16 JUN 26,23650.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50602,65.0,1755.0,50602,65.0,5.0,INDEX,INDEX,NIFTY 23650 PE 16 JUN 26,23650.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50603,65.0,1755.0,50603,65.0,5.0,INDEX,INDEX,NIFTY 23700 CE 16 JUN 26,23700.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50604,65.0,1755.0,50604,65.0,5.0,INDEX,INDEX,NIFTY 23700 PE 16 JUN 26,23700.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50605,65.0,1755.0,50605,65.0,5.0,INDEX,INDEX,NIFTY 23750 CE 16 JUN 26,23750.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50606,65.0,1755.0,50606,65.0,5.0,INDEX,INDEX,NIFTY 23750 PE 16 JUN 26,23750.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50607,65.0,1755.0,50607,65.0,5.0,INDEX,INDEX,NIFTY 23800 CE 16 JUN 26,23800.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50608,65.0,1755.0,50608,65.0,5.0,INDEX,INDEX,NIFTY 23800 PE 16 JUN 26,23800.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50637,65.0,1755.0,50637,65.0,5.0,INDEX,INDEX,NIFTY 24200 CE 16 JUN 26,24200.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50638,65.0,1755.0,50638,65.0,5.0,INDEX,INDEX,NIFTY 24200 PE 16 JUN 26,24200.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50639,65.0,1755.0,50639,65.0,5.0,INDEX,INDEX,NIFTY 24250 CE 16 JUN 26,24250.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50620,65.0,1755.0,50620,65.0,5.0,INDEX,INDEX,NIFTY 24100 PE 16 JUN 26,24100.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50621,65.0,1755.0,50621,65.0,5.0,INDEX,INDEX,NIFTY 24150 CE 16 JUN 26,24150.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50624,65.0,1755.0,50624,65.0,5.0,INDEX,INDEX,NIFTY 24150 PE 16 JUN 26,24150.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50693,65.0,1755.0,50693,65.0,5.0,INDEX,INDEX,NIFTY 25100 CE 16 JUN 26,25100.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50694,65.0,1755.0,50694,65.0,5.0,INDEX,INDEX,NIFTY 25100 PE 16 JUN 26,25100.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50695,65.0,1755.0,50695,65.0,5.0,INDEX,INDEX,NIFTY 25150 CE 16 JUN 26,25150.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50696,65.0,1755.0,50696,65.0,5.0,INDEX,INDEX,NIFTY 25150 PE 16 JUN 26,25150.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50690,65.0,1755.0,50690,65.0,5.0,INDEX,INDEX,NIFTY 25050 CE 16 JUN 26,25050.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50691,65.0,1755.0,50691,65.0,5.0,INDEX,INDEX,NIFTY 25050 PE 16 JUN 26,25050.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50681,65.0,1755.0,50681,65.0,5.0,INDEX,INDEX,NIFTY 24950 CE 16 JUN 26,24950.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50682,65.0,1755.0,50682,65.0,5.0,INDEX,INDEX,NIFTY 24950 PE 16 JUN 26,24950.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50684,65.0,1755.0,50684,65.0,5.0,INDEX,INDEX,NIFTY 25000 CE 16 JUN 26,25000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50685,65.0,1755.0,50685,65.0,5.0,INDEX,INDEX,NIFTY 25000 PE 16 JUN 26,25000.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50650,65.0,1755.0,50650,65.0,5.0,INDEX,INDEX,NIFTY 24500 PE 16 JUN 26,24500.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50651,65.0,1755.0,50651,65.0,5.0,INDEX,INDEX,NIFTY 24550 CE 16 JUN 26,24550.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50652,65.0,1755.0,50652,65.0,5.0,INDEX,INDEX,NIFTY 24550 PE 16 JUN 26,24550.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50655,65.0,1755.0,50655,65.0,5.0,INDEX,INDEX,NIFTY 24600 CE 16 JUN 26,24600.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50656,65.0,1755.0,50656,65.0,5.0,INDEX,INDEX,NIFTY 24600 PE 16 JUN 26,24600.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50657,65.0,1755.0,50657,65.0,5.0,INDEX,INDEX,NIFTY 24650 CE 16 JUN 26,24650.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50658,65.0,1755.0,50658,65.0,5.0,INDEX,INDEX,NIFTY 24650 PE 16 JUN 26,24650.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,CE,NIFTY,NIFTY,NSE_FO|50659,65.0,1755.0,50659,65.0,5.0,INDEX,INDEX,NIFTY 24700 CE 16 JUN 26,24700.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
1.0,NSE_FO,NIFTY,NSE,1781634599000.0,PE,NIFTY,NIFTY,NSE_FO|50640,65.0,1755.0,50640,65.0,5.0,INDEX,INDEX,NIFTY 24250 PE 16 JUN 26,24250.0,1.0,,,NSE_INDEX|Nifty 50,NSE_INDEX|Nifty 50,,,,,,,,,,
